Observation_ID,Common_Name,Scientific_Name,Family,Genus,Observed_Length_(m),Observed_Weight_(kg),Age_Class,Sex,Date_of_Observation,Country/Region,Habitat_Type,Conservation_Status,Observer_Name,Notes
747,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.3,214.5,Subadult,Unknown,05-09-2006,Iran,Marshes,Vulnerable,William_Hall,Decision_head_staff_center_within_recognize_practice_law_box_material_almost_everyone_his_still_be.
748,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.56,101.3,Subadult,Male,05-12-2017,Papua_New_Guinea,Swamps,Least_Concern,Leonard_Simpson,His_and_day_continue_issue_appear.
749,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,2.86,296.2,Juvenile,Female,12-02-2012,Sudan,Marshes,Least_Concern,Joshua_Bailey,Travel_senior_from_stock_energy_send_describe.
750,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.62,280,Subadult,Male,29-11-2023,Costa_Rica,Coastal_Lagoons,Vulnerable,Nicholas_Howell,Site_up_sell_southern_network_weight.
751,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,2.5,109.2,Juvenile,Unknown,10-02-2005,India,Reservoirs,Vulnerable,Donna_Ritter,Less_occur_nothing_million_class_high_second.
752,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.66,120.3,Subadult,Unknown,03-05-2015,Mexico,Swamps,Least_Concern,Bonnie_Smith,Beat_economic_myself_front_house_past_gun_process_site_special.
753,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.96,139.6,Adult,Unknown,29-12-2015,Cuba,Swamps,Critically_Endangered,Becky_Carroll,Structure_summer_kitchen_admit_across_already_grow_point_news_impact_often_bag_today.
754,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,1.99,91.7,Juvenile,Unknown,02-10-2006,India,Marshes,Vulnerable,Tiffany_Alexander,She_everybody_than_camera_piece.
755,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.61,43.5,Adult,Female,21-01-2022,Philippines,Ponds,Critically_Endangered,Luke_Williams,Pressure_contain_medical_key_fish_network_direction_weight_yeah.
756,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,1.22,41.4,Juvenile,Female,07-09-2008,Cuba,Freshwater_Wetlands,Critically_Endangered,Alexis_Kirk,Music_and_doctor_board_medical_both_back_daughter.
757,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,0.53,40.3,Hatchling,Female,28-08-2007,Ghana,Shaded_Forest_Rivers,Critically_Endangered,Sandra_Becker,Politics_then_central_force_small_friend_impact.
758,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.26,78.7,Subadult,Female,08-05-2009,Malaysia,Rivers,Data_Deficient,Julie_Beltran,All_happy_fact_change_option_blood_deep_finish_respond_score_situation_require_vote_her_old_price.
759,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.9,413.2,Adult,Male,04-12-2009,Venezuela,Large_Rivers,Critically_Endangered,Phillip_Banks,When_yeah_not_young.
760,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.34,90.2,Subadult,Unknown,07-01-2011,Vietnam,Slow_Rivers,Critically_Endangered,Morgan_Ryan,Summer_month_anything_line_modern_kid.
761,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.8,44.7,Adult,Unknown,15-12-2018,Philippines,Ponds,Critically_Endangered,Russell_Carter,Forget_sometimes_within_discuss_fire_win_realize_knowledge_whatever.
762,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.26,184.9,Adult,Unknown,24-08-2015,Pakistan,Reservoirs,Vulnerable,Bobby_Castro,Trip_president_painting_large.
763,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,0.8,102.1,Hatchling,Male,15-05-2023,Venezuela,Flooded_Savannas,Critically_Endangered,Keith_Serrano,Understand_each_training_purpose_program_painting.
764,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.31,17,Adult,Female,04-03-2013,Côte_d'Ivoire,Forest_Swamps,Vulnerable,Gloria_Wilson,Inside_work_office_plan_significant_tonight_then_administration_building_enjoy_never_us.
765,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.18,71.2,Adult,Male,21-01-2011,Australia,Freshwater_Rivers,Least_Concern,Beth_Johnson,Agency_cold_authority_method_more_hold_institution_camera_recent_drop_fall_front_station.
766,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.49,233.2,Adult,Female,18-08-2009,India,Rivers,Vulnerable,Lee_Rodriguez,Available_TV_wear_treat_piece_scientist_job.
767,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.64,117.3,Subadult,Female,20-03-2018,Belize,Rivers,Least_Concern,Melissa_Quinn,Trouble_view_base_time_order_have_power_here_just_meet_open_war_best.
768,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.27,87.5,Subadult,Female,22-06-2007,Philippines,Rivers,Critically_Endangered,Glenn_Elliott,Oil_such_interview_follow_five_condition_century_sport_same_writer.
769,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,1.99,75.9,Subadult,Female,02-12-2005,Sierra_Leone,Swamps,Critically_Endangered,Joseph_Andrews,Fire_girl_close_explain_main_difference_college_voice_else.
770,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,3.58,498.9,Juvenile,Unknown,04-12-2019,Philippines,Mangroves,Least_Concern,Ashley_Hall,Cell_deal_stuff_senior_agree_total.
771,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,0.6,29,Hatchling,Unknown,16-04-2019,Vietnam,Swamps,Critically_Endangered,Kimberly_Lloyd,Major_state_hard_example_way_interview_know.
772,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.96,132,Adult,Unknown,15-02-2008,Guatemala,Swamps,Least_Concern,Jesse_Hardin,Know_it_enjoy_ten_year_rule_bring.
773,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.12,83.9,Subadult,Female,26-02-2007,Cuba,Swamps,Critically_Endangered,Bob_Mcguire,Force_medical_everybody_piece_mention_since_religious.
774,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.32,14.6,Adult,Female,26-12-2006,Sierra_Leone,Small_Streams,Vulnerable,Tim_Hamilton,Fish_success_produce_there_along_play_account_carry_heavy_wall_pull.
775,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.04,9.5,Adult,Male,14-01-2014,Cameroon,Forest_Swamps,Vulnerable,Christian_Cervantes,Executive_cup_then_week_tax_see_about_attack_newspaper_decade_concern_industry_enjoy_herself_on.
776,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,0.98,9.4,Subadult,Female,28-06-2020,Liberia,Forest_Swamps,Vulnerable,Kari_Sandoval,There_subject_themselves_property_make.
777,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.06,10.4,Adult,Male,01-10-2011,Cameroon,Small_Streams,Vulnerable,Linda_Daniels,Benefit_both_thing_sense_expert.
778,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,3,190.5,Adult,Male,01-08-2009,Cameroon,Swamps,Endangered,Erika_Bates,Computer_what_produce_girl.
779,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.49,25.2,Adult,Unknown,03-11-2010,Ghana,Small_Streams,Vulnerable,Carl_Khan,Over_reach_ahead_environmental_Democrat_surface_important_no.
780,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,1.52,43.4,Juvenile,Male,17-03-2018,Malaysia,Estuarine_Systems,Data_Deficient,Michael_Jenkins,Interesting_end_area_magazine_despite_player_animal_language_determine_then_movie.
781,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.05,74.1,Subadult,Unknown,17-10-2011,Mali,Oases,Least_Concern,Ashley_Donaldson,Form_painting_after_reveal_sort_bed_relate_treatment_short_need_pressure_million_gun_cup_church_movie_teacher.
782,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.33,517.9,Adult,Unknown,23-09-2009,Indonesia,Coastal_Wetlands,Least_Concern,Robert_Lozano,Including_need_eat_add_suddenly_sense_money_may_social_amount_executive_agency_place_read.
783,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,2.94,164,Adult,Male,31-03-2011,USA,Mangroves,Vulnerable,Paul_Hess,Pretty_capital_scientist_establish_be_available_reveal_several_indeed_address_store_painting.
784,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.18,215,Adult,Unknown,25-10-2010,Cuba,Mangroves,Vulnerable,Noah_Sparks,Story_teacher_size_interesting_sea_few_learn_between_wide.
785,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.17,91.9,Subadult,Unknown,05-11-2022,Mauritania,Rivers,Least_Concern,Jamie_Jordan,Whom_night_low_traditional_mouth_each_admit.
786,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,3.35,197.9,Adult,Male,27-11-2014,Niger,Oases,Least_Concern,James_Watson_MD,Laugh_official_agent_side.
787,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,1.41,113.1,Juvenile,Female,22-01-2010,Venezuela,Large_Rivers,Critically_Endangered,John_Rodriguez,Forward_special_wish_believe_college_ten_majority_economic_center_pattern_list.
788,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.26,16.9,Adult,Female,15-05-2022,Côte_d'Ivoire,Forest_Swamps,Vulnerable,Lacey_Hall,Edge_find_full_character_focus_north_image_accept_real_sense_some_nation_fine.
789,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,2.63,193.2,Juvenile,Female,15-11-2018,Venezuela,Large_Rivers,Critically_Endangered,Erica_Fletcher,Never_science_run_TV_international_back_camera_add_mind_building_culture_thank_box_those_manager_phone.
790,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,1.55,40.9,Juvenile,Unknown,03-06-2012,Indonesia,Rivers,Data_Deficient,Brenda_Sawyer,Human_father_itself_family_two_quality_mission_past_he_practice_center.
791,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.76,129.6,Adult,Unknown,20-03-2016,Laos,Swamps,Critically_Endangered,Christine_Mendez,Mind_economy_leg_view_until_result.
792,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,0.17,4.7,Hatchling,Female,01-12-2024,Congo,Forest_Swamps,Data_Deficient,Brandy_Warren,Act_indicate_change_attack_with_find_could_really_Mrs_former.
793,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.71,38.4,Adult,Unknown,08-10-2020,Congo,Slow_Streams,Data_Deficient,John_Moore,Player_third_general_add_cover_exist_treatment.
794,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.25,69.6,Subadult,Unknown,20-01-2010,Malaysia,Estuarine_Systems,Data_Deficient,Nicholas_Richardson,Various_night_political_dark_or_bill_describe_condition_nor_camera_mission_population_him_offer.
795,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.71,87.4,Adult,Male,25-12-2016,Australia,Gorges,Least_Concern,Lisa_Levy,Protect_list_collection_situation_writer_before_sound_chair.
796,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.41,23.6,Adult,Male,28-10-2014,Congo,Slow_Streams,Data_Deficient,Shannon_Morris,Case_southern_international_line_few_service_drive.
797,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.09,73.8,Subadult,Unknown,28-09-2017,Philippines,Freshwater_Marshes,Critically_Endangered,Raymond_Mccarthy,Find_miss_most_third_success_western_watch_street_represent.
798,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.76,660.4,Subadult,Male,23-09-2019,Australia,Estuaries,Least_Concern,Kristina_Henry,Rate_newspaper_itself_give_agent_hand_letter_prove_rock.
799,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.15,14,Subadult,Unknown,26-07-2011,Congo,Slow_Streams,Data_Deficient,Justin_Cuevas,Him_condition_section_action_kind_moment_accept_financial_behind.
800,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.06,11.5,Juvenile,Unknown,27-05-2017,Congo,Forest_Swamps,Data_Deficient,David_Dorsey,Event_positive_politics_huge_yet_region_ever_arm_occur_air_responsibility_likely_parent_lawyer_community.
801,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,0.56,38,Hatchling,Unknown,14-08-2013,Cuba,Freshwater_Wetlands,Critically_Endangered,Maria_Gardner,Although_ahead_thus_check.
802,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,1.98,69.6,Adult,Unknown,05-03-2006,Laos,Slow_Rivers,Critically_Endangered,Shelby_Anderson,Street_budget_kitchen_report_fire_teach_everyone_system_pretty_scene_four_public_tonight_today_college.
803,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,2.9,104.1,Adult,Unknown,26-09-2014,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,Dr._Holly_Smith,Indicate_property_article_cover_seven_challenge_entire.
804,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.3,19,Subadult,Unknown,01-11-2010,Congo,Slow_Streams,Data_Deficient,Andrew_Franklin,Important_play_success_wait_find_night_brother_letter_structure_beat_us_because_truth_consumer_beat_fish.
805,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.01,164.6,Subadult,Female,11-01-2011,Nepal,Lakes,Vulnerable,Alicia_Jackson,Design_hear_ball_right.
806,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.07,65.5,Subadult,Female,22-04-2019,Australia,Billabongs,Least_Concern,Ryan_May,Section_scene_financial_here_expert.
807,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.45,201.3,Adult,Female,28-10-2010,Colombia,Estuaries,Vulnerable,Karl_Gutierrez,Evening_current_without_else_keep_begin_great.
808,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,4.16,389.4,Adult,Female,03-01-2018,Colombia,Large_Rivers,Critically_Endangered,Raymond_Mills,Reach_color_wear_one_choose_notice_year_its_position_radio_eye_garden_why_necessary_sea_especially_message_decision_design.
809,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,2.69,135.6,Adult,Female,14-02-2017,India,Rivers,Vulnerable,Thomas_Holmes,Cost_cause_only_head_help_open_almost_red_picture_thank_account_instead_friend_possible_beyond.
810,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.79,115.1,Subadult,Unknown,26-07-2014,Belize,Swamps,Least_Concern,Elizabeth_Owens,Sell_keep_pattern_order.
811,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,0.38,28.4,Hatchling,Male,15-06-2025,Papua_New_Guinea,Lakes,Least_Concern,Monica_Wells,Education_health_full_question_feel_wife_theory_shake.
812,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,1.86,49.2,Juvenile,Unknown,14-05-2008,Indonesia,Rivers,Least_Concern,Katie_Fisher,West_husband_agreement_mention_two_though.
813,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,4.18,349.6,Adult,Unknown,11-06-2021,Mexico,Coastal_Lagoons,Vulnerable,Terri_Gonzalez,Sell_candidate_four_whether_wife_finally_she_soon_learn_close_a_challenge_third_feeling_ball_door_data.
814,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.34,20.1,Subadult,Male,24-03-2015,Liberia,Forest_Swamps,Vulnerable,David_Cohen,Above_city_beyond_near_hour_defense_line_heavy_less.
815,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,3.07,183.9,Adult,Unknown,11-11-2015,Ghana,Shaded_Forest_Rivers,Critically_Endangered,Thomas_Hughes,Several_card_significant_today_star_room_interesting_hour_author_major_science_only_develop.
816,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.98,152.6,Adult,Unknown,03-11-2010,Malaysia,Estuarine_Systems,Data_Deficient,Patricia_Wood,May_ability_out_huge_back_discover_matter_analysis_few_behavior_himself.
817,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,1.81,61.7,Adult,Male,28-09-2008,Mexico,Rivers,Least_Concern,Chris_Collins,Alone_when_instead_clear_radio_strong_let_bar_rather_big_television_sound.
818,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,0.14,4.4,Hatchling,Unknown,11-06-2024,Central_African_Republic,Slow_Streams,Data_Deficient,Francis_Andrews,Rather_activity_president_prove_institution_approach_interesting_score_break_southern_traditional.
819,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.12,79.5,Adult,Unknown,06-01-2006,Cuba,Swamps,Critically_Endangered,Priscilla_Joseph,Will_born_condition_interest_service_that_bag_according_way_remain_election_method_pass_the_itself_let.
820,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,3.23,185.8,Adult,Unknown,07-03-2022,Indonesia,Rivers,Data_Deficient,Sean_Stevens,Threat_rather_education.
821,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,2.97,117.6,Subadult,Female,26-08-2012,Papua_New_Guinea,Rivers,Least_Concern,Edward_Fuentes,Environment_fall_indicate_land_fear_along_born_rule_most_how_compare_movement.
822,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.45,84.4,Adult,Female,26-03-2007,Indonesia,Swamps,Least_Concern,Charles_Snyder,Generation_leader_pay_try_tough_usually_star.
823,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.56,87,Subadult,Male,13-12-2019,Belize,Swamps,Least_Concern,Amanda_Nguyen,Chair_with_point_think.
824,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.33,73.5,Adult,Unknown,03-12-2022,Philippines,Freshwater_Marshes,Critically_Endangered,William_Miller,Institution_against_wear_either_present_third_student_item_bring_court_end_field.
825,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,4.14,515.7,Adult,Unknown,04-11-2020,Sudan,Rivers,Least_Concern,Sarah_Sanchez,Hear_list_set_join_section_sing_everybody_provide.
826,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,3.48,220.9,Adult,Male,11-09-2021,Indonesia,Rivers,Data_Deficient,Susan_Gregory,Above_debate_site_price_ever_leg_so_play_best_different.
827,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.57,353,Adult,Female,05-01-2025,Venezuela,Flooded_Savannas,Critically_Endangered,Connie_Carr,Step_onto_play_forget_home_upon_actually_future_get.
828,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.14,11.1,Adult,Male,08-07-2010,Sierra_Leone,Small_Streams,Vulnerable,Joel_Newton,Mother_color_hope_idea_produce_number_bad.
829,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.48,42.6,Juvenile,Unknown,23-10-2021,Philippines,Freshwater_Marshes,Critically_Endangered,Dr._Bradley_Adkins,Hard_factor_firm_purpose_ahead_person_coach_goal_it_yet_age_wind_news_make_doctor.
830,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,1.51,84.7,Juvenile,Male,09-09-2024,Costa_Rica,Estuaries,Vulnerable,Bonnie_Lawson,Best_design_yeah_number_condition_city_since.
831,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,1.87,73.6,Juvenile,Female,31-05-2014,Gabon,Swamps,Endangered,Jennifer_Ortiz,Industry_out_floor_guy_black_those_whether.
832,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.65,118.4,Adult,Female,05-11-2023,Malaysia,Estuarine_Systems,Data_Deficient,Emily_Nichols,Different_identify_series_experience_under_church_them_hundred_about.
833,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,3.38,310.1,Adult,Female,21-02-2020,Tanzania,Reservoirs,Least_Concern,Pamela_Douglas,Himself_president_wind_improve_player_peace_catch_people.
834,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,3.22,187.6,Adult,Male,03-12-2011,Côte_d'Ivoire,Swamps,Critically_Endangered,Ms._Monique_Dougherty_MD,Coach_personal_range_weight_age_over_smile_hope.
835,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,2.02,162.7,Juvenile,Male,31-12-2022,Colombia,Large_Rivers,Critically_Endangered,Cheryl_Gentry,Hard_themselves_compare_view_TV_follow_fall_thus_debate_leave_each_owner.
836,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,0.95,33.9,Juvenile,Unknown,22-02-2010,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,Rebecca_Kaufman_DDS,Sound_study_the_training_each_reveal_attorney_security.
837,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.35,84.2,Adult,Female,13-12-2005,Papua_New_Guinea,Swamps,Least_Concern,Jennifer_Meyer,Television_audience_indicate_employee_respond_building_since_positive_move_agency_lose_rise.
838,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,4.22,482.8,Adult,Unknown,27-12-2013,Uganda,Marshes,Least_Concern,James_Short,Guy_respond_memory_power.
839,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,2.71,124.6,Adult,Unknown,12-08-2025,Cuba,Coastal_Lagoons,Vulnerable,Caleb_Thomas,Serious_often_social_reveal_hand_prevent_center_during_lot_enough_form.
840,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.86,47.5,Subadult,Unknown,04-12-2017,Philippines,Rivers,Critically_Endangered,Judy_Fletcher,Serious_garden_ready_former_late_election_every_along_cause.
841,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.38,100.9,Adult,Male,30-07-2013,Indonesia,Estuarine_Systems,Data_Deficient,Allison_Beard,Guy_fact_war_citizen_plant_little_key_far_season_reason_chair_factor_his_PM_agreement.
842,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,3.24,133.7,Adult,Female,18-04-2013,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,Eric_Silva,Hair_meet_thank_might_local_tonight_win_popular_onto.
843,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.88,115.5,Adult,Unknown,10-08-2010,Papua_New_Guinea,Lakes,Least_Concern,Kelly_Gray,Possible_that_lot_low_here_protect_ask_different_deal_change_part_rock_build_culture.
844,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.52,123.3,Adult,Male,18-03-2012,Congo_Basin_Countries,Swamps,Endangered,Mr._Mark_Smith_DDS,Together_scientist_hair_allow_phone_weight_medical.
845,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.52,108.4,Adult,Female,08-05-2015,Vietnam,Oxbow_Lakes,Critically_Endangered,Tyrone_Bradford,Their_wife_argue_note_easy_eight_school_ready_practice_each_ready_lay_American_participant_necessary_before_couple.
846,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,2.46,112.5,Juvenile,Female,09-02-2016,Cuba,Brackish_Rivers,Vulnerable,Amy_Leach,Few_debate_during_seven_local_better_think_anything_so_authority.
847,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.55,29.5,Adult,Female,20-09-2016,Central_African_Republic,Slow_Streams,Data_Deficient,Jeremy_Alvarez,My_Democrat_maintain_notice_ok.
848,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.16,76.4,Adult,Female,20-05-2015,Cuba,Swamps,Critically_Endangered,Ashley_Tanner,Open_play_sense_yeah_edge_imagine.
849,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,2.95,216.9,Juvenile,Male,21-06-2009,Venezuela,Flooded_Savannas,Critically_Endangered,Mark_Murphy,Method_week_federal_test_eat_every_night_final_key_with_watch_maintain_five.
850,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,1.52,50.9,Juvenile,Female,18-05-2011,Belize,Lagoons,Least_Concern,Julie_Martin,Set_pull_behind_television_garden_reach.
851,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,0.94,35.8,Juvenile,Female,31-12-2008,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,Cheryl_Rodriguez,Degree_maybe_floor_most_bill_feel_participant.
852,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.35,19.8,Subadult,Unknown,24-05-2025,Côte_d'Ivoire,Forest_Swamps,Vulnerable,Brittney_Moore,Skill_system_particular_church_what_wonder_president_small.
853,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,3.02,283.5,Juvenile,Male,28-01-2008,Nigeria,Reservoirs,Least_Concern,Debra_Cantu,Various_strong_he_fill_risk_stop_firm_final_none_several_accept_vote_area_impact.
854,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.22,83.9,Subadult,Unknown,10-02-2012,Congo_Basin_Countries,Forest_Rivers,Endangered,Brenda_Bryant,Affect_region_decade_respond_far_health_focus_so.
855,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.98,445.1,Adult,Unknown,07-03-2025,Colombia,Flooded_Savannas,Critically_Endangered,Justin_Gonzalez,Pay_key_ever_avoid_civil_reveal.
856,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,4.48,604.8,Adult,Male,31-07-2013,Tanzania,Lakes,Least_Concern,Leslie_Crane,Sit_hope_where.
857,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.69,51.5,Subadult,Unknown,15-02-2011,Philippines,Ponds,Critically_Endangered,Danielle_Benitez,Heart_big_policy_everybody_hard_type_book_care_seek_foot_simple_including_charge.
